Index,Champion,Other Champions,Synergy,Counter,Synergy Total,Counter Total
630,Akshan,Amumu,-5,-1,7,1
631,Akshan,Anivia,0,-1,0,1
632,Akshan,Annie,-2,0,4,2
633,Akshan,Ashe,-2,-3,4,5
634,Akshan,Azir,0,2,2,4
635,Akshan,Bard,-1,-2,1,2
636,Akshan,Blitzcrank,0,1,2,3
637,Akshan,Brand,1,-1,3,1
638,Akshan,Braum,1,-1,5,1
639,Akshan,Camille,-2,2,4,10
640,Akshan,Caitlyn,0,-1,2,3
641,Akshan,Cassiopeia,0,5,0,5
642,Akshan,Cho Gath,0,0,0,0
643,Akshan,Corki,0,-2,0,4
644,Akshan,Darius,0,1,6,1
645,Akshan,Dr. Mundo,0,0,0,0
646,Akshan,Diana,-10,-5,10,7
647,Akshan,Draven,-1,-1,1,1
648,Akshan,Ekko,0,-7,6,11
649,Akshan,Elise,-1,0,1,0
650,Akshan,Evelynn,0,-1,2,1
651,Akshan,Ezreal,-6,-11,10,13
652,Akshan,Fiddlesticks,1,-1,1,1
653,Akshan,Fiora,0,-1,0,5
654,Akshan,Fizz,-1,1,1,1
655,Akshan,Galio,-1,0,1,0
656,Akshan,Gangplank,1,-3,1,3
657,Akshan,Garen,0,0,0,0
658,Akshan,Gnar,0,0,0,2
659,Akshan,Gragas,1,-1,3,1
660,Akshan,Graves,-4,-2,6,4
661,Akshan,Gwen,-2,1,8,3
662,Akshan,Hecarim,0,0,0,0
663,Akshan,Heimerdinger,-1,0,1,0
664,Akshan,Irelia,0,-5,4,7
665,Akshan,Ivern,0,-1,0,1
666,Akshan,Illaoi,0,1,0,1
667,Akshan,Janna,-1,-2,1,2
668,Akshan,Jarvan IV,0,0,0,0
669,Akshan,Jax,0,0,2,0
670,Akshan,Jayce,1,-1,3,5
671,Akshan,Jhin,-1,-1,3,1
672,Akshan,Jinx,-1,0,3,0
673,Akshan,Karma,0,-8,0,10
674,Akshan,Kalista,0,0,0,2
675,Akshan,Karthus,-5,0,5,4
676,Akshan,Kassadin,-2,0,2,0
677,Akshan,Kai Sa,0,0,0,0
678,Akshan,Katarina,1,-3,1,3
679,Akshan,Kayn,1,0,1,4
680,Akshan,Kayle,1,0,1,0
681,Akshan,Kennen,-3,-9,3,9
682,Akshan,Kha Zix,0,0,0,0
683,Akshan,Kog Maw,0,0,0,0
684,Akshan,Kled,0,0,0,0
685,Akshan,Kindred,1,0,1,0
686,Akshan,LeBlanc,0,0,0,0
687,Akshan,Lee Sin,0,0,0,0
688,Akshan,Leona,-5,-2,5,4
689,Akshan,Lucian,-6,-1,6,7
690,Akshan,Lissandra,-2,0,2,0
691,Akshan,Lulu,5,-27,11,27
692,Akshan,Lux,0,24,2,30
693,Akshan,Malphite,-1,-1,1,3
694,Akshan,Malzahar,-1,0,1,0
695,Akshan,Maokai,1,0,1,0
696,Akshan,Master Yi,0,0,0,0
697,Akshan,Miss Fortune,0,0,0,0
698,Akshan,Mordekaiser,3,-2,3,2
699,Akshan,Morgana,0,0,4,0
700,Akshan,Nami,-2,-3,6,3
701,Akshan,Nasus,0,0,0,0
702,Akshan,Nautilus,-3,-4,3,4
703,Akshan,Neeko,-1,0,1,0
704,Akshan,Nidalee,-1,0,1,6
705,Akshan,Nocturne,-1,-2,3,2
706,Akshan,Nunu and Willump,0,0,0,0
707,Akshan,Olaf,4,0,4,0
708,Akshan,Orrn,0,0,0,0
709,Akshan,Orianna,-1,1,1,1
710,Akshan,Pantheon,1,1,1,3
711,Akshan,Poppy,0,0,0,2
712,Akshan,Pyke,1,-1,1,1
713,Akshan,Quinn,-2,-1,2,3
714,Akshan,Rammus,-1,4,1,6
715,Akshan,Rakan,5,-1,5,3
716,Akshan,Rek Sai,0,0,0,0
717,Akshan,Renekton,-2,0,4,2
718,Akshan,Rengar,-6,0,8,2
719,Akshan,Riven,-6,-2,12,14
720,Akshan,Rumble,0,25,0,25
721,Akshan,Ryze,-1,0,3,6
722,Akshan,Samira,1,-3,1,7
723,Akshan,Sejuani,0,0,0,0
724,Akshan,Seraphine,0,7,2,9
725,Akshan,Shaco,0,-3,2,3
726,Akshan,Shen,-2,1,2,1
727,Akshan,Shyvana,0,0,0,0
728,Akshan,Singed,0,0,0,2
729,Akshan,Sion,0,-1,0,1
730,Akshan,Sivir,0,2,0,2
731,Akshan,Skarner,0,-3,0,5
732,Akshan,Sona,-4,1,6,11
733,Akshan,Soraka,-1,0,1,2
734,Akshan,Swain,0,3,0,3
735,Akshan,Syndra,0,-1,0,5
736,Akshan,Sylas,1,0,5,4
737,Akshan,Talon,1,-2,1,4
738,Akshan,Taliyah,4,0,6,4
739,Akshan,Taric,0,-2,0,2
740,Akshan,Tahm Kench,0,0,0,0
741,Akshan,Thresh,-1,-1,5,1
742,Akshan,Teemo,-1,-1,3,1
743,Akshan,Tristana,-3,3,3,5
744,Akshan,Trundle,2,-2,2,4
745,Akshan,Tryndamere,0,-1,0,1
746,Akshan,Twisted Fate,0,0,0,0
747,Akshan,Twitch,-1,-1,3,1
748,Akshan,Udyr,0,0,0,0
749,Akshan,Urgot,1,0,1,0
750,Akshan,Varus,-1,-3,1,3
751,Akshan,Vayne,-2,-19,2,31
752,Akshan,Veigar,0,2,4,4
753,Akshan,Vel Koz,0,0,0,0
754,Akshan,Vi,0,0,0,0
755,Akshan,Viktor,0,0,0,0
756,Akshan,Vladimir,1,-2,3,2
757,Akshan,Volibear,0,0,0,2
758,Akshan,Warwick,0,0,2,2
759,Akshan,Wukong,0,0,0,0
760,Akshan,Xayah,1,-4,1,8
761,Akshan,Xerath,-2,2,2,4
762,Akshan,Xin Zhao,0,0,0,0
763,Akshan,Yasuo,-1,-3,1,9
764,Akshan,Yorick,-1,0,1,0
765,Akshan,Zac,-1,0,1,0
766,Akshan,Zed,2,-2,2,6
767,Akshan,Ziggs,-4,-2,6,2
768,Akshan,Zilean,-1,0,1,0
769,Akshan,Zoe,-1,-3,1,3
770,Akshan,Zyra,1,-1,1,1
771,Akshan,Yuumi,-4,-7,10,7
772,Akshan,Senna,-3,-2,3,6
773,Akshan,Qiana,0,0,0,0
774,Akshan,Sett,-3,1,9,3
775,Akshan,Aphelios,4,2,12,8
776,Akshan,Viego,-5,-3,7,5
777,Akshan,Rell,1,0,1,0
778,Akshan,Lillia,0,2,0,2
779,Akshan,Yone,-2,-1,2,9
780,Alistar,Aatrox,0,0,0,0
781,Alistar,Akali,-1,-1,1,1
782,Alistar,Aurelion Sol,0,0,0,0
783,Alistar,Ahri,-1,0,3,0
784,Alistar,Akshan,-1,-2,1,4
785,Alistar,Alistar,0,0,0,0
786,Alistar,Amumu,0,0,0,2
787,Alistar,Anivia,3,0,3,0
788,Alistar,Annie,0,0,4,0
789,Alistar,Ashe,-4,-6,10,6
790,Alistar,Azir,0,0,0,2
791,Alistar,Bard,0,2,0,4
792,Alistar,Blitzcrank,0,0,0,0
793,Alistar,Brand,0,1,0,1
794,Alistar,Braum,0,-1,0,5
795,Alistar,Camille,2,0,6,2
796,Alistar,Caitlyn,0,1,2,3
797,Alistar,Cassiopeia,-1,-1,1,3
798,Alistar,Cho Gath,0,0,0,0
799,Alistar,Corki,0,0,0,0
800,Alistar,Darius,-2,-3,6,7
801,Alistar,Dr. Mundo,0,0,0,0
802,Alistar,Diana,-1,4,9,6
803,Alistar,Draven,0,1,2,3
804,Alistar,Ekko,2,2,6,6
805,Alistar,Elise,-1,2,1,2
806,Alistar,Evelynn,0,1,0,1
807,Alistar,Ezreal,0,-1,8,7
808,Alistar,Fiddlesticks,1,0,1,2
809,Alistar,Fiora,2,-2,4,8
810,Alistar,Fizz,-2,-1,2,1
811,Alistar,Galio,1,0,1,0
812,Alistar,Gangplank,-2,0,2,2
813,Alistar,Garen,0,0,0,0
814,Alistar,Gnar,-1,2,3,2
815,Alistar,Gragas,2,0,2,2
816,Alistar,Graves,-3,-5,7,5
817,Alistar,Gwen,-3,-1,5,3
818,Alistar,Hecarim,0,0,0,2
819,Alistar,Heimerdinger,1,-1,1,1
820,Alistar,Irelia,0,-6,6,6
821,Alistar,Ivern,0,-2,0,2
822,Alistar,Illaoi,0,2,0,2
823,Alistar,Janna,0,-1,0,1
824,Alistar,Jarvan IV,0,0,0,0
825,Alistar,Jax,3,0,3,0
826,Alistar,Jayce,-2,-1,4,7
827,Alistar,Jhin,-1,1,1,3
828,Alistar,Jinx,0,-1,0,1
829,Alistar,Karma,-1,1,1,3
830,Alistar,Kalista,0,1,0,5
831,Alistar,Karthus,-1,-3,3,5
832,Alistar,Kassadin,-1,-1,1,3
833,Alistar,Kai Sa,0,0,0,0
834,Alistar,Katarina,4,6,6,8
835,Alistar,Kayn,-2,0,4,2
836,Alistar,Kayle,3,0,3,2
837,Alistar,Kennen,2,-2,2,6
838,Alistar,Kha Zix,0,0,0,0
839,Alistar,Kog Maw,0,0,0,0
840,Alistar,Kled,0,1,2,3
841,Alistar,Kindred,1,0,1,2
842,Alistar,LeBlanc,0,0,0,0
843,Alistar,Lee Sin,0,0,0,0
844,Alistar,Leona,-1,7,1,13
845,Alistar,Lucian,-1,4,11,10
846,Alistar,Lissandra,0,0,0,0
847,Alistar,Lulu,0,-2,0,4
848,Alistar,Lux,-2,0,2,4
849,Alistar,Malphite,-2,1,2,1
850,Alistar,Malzahar,1,0,1,2
851,Alistar,Maokai,-1,0,1,0
852,Alistar,Master Yi,0,0,0,0
853,Alistar,Miss Fortune,0,0,0,0
854,Alistar,Mordekaiser,-1,-3,1,3
855,Alistar,Morgana,0,0,0,4
856,Alistar,Nami,0,2,0,8
857,Alistar,Nasus,1,0,1,0
858,Alistar,Nautilus,-1,1,1,3
859,Alistar,Neeko,0,0,0,0
860,Alistar,Nidalee,1,3,1,7
861,Alistar,Nocturne,0,1,0,1
862,Alistar,Nunu and Willump,0,0,0,0
863,Alistar,Olaf,-1,-3,3,3
864,Alistar,Orrn,0,0,0,0
865,Alistar,Orianna,0,-1,0,1
866,Alistar,Pantheon,-4,-1,4,1
867,Alistar,Poppy,1,-1,1,1
868,Alistar,Pyke,1,-1,1,3
869,Alistar,Quinn,-2,2,4,4
870,Alistar,Rammus,0,0,0,0
871,Alistar,Rakan,0,-5,0,5
872,Alistar,Rek Sai,0,0,0,0
873,Alistar,Renekton,-1,3,1,3
874,Alistar,Rengar,2,-1,2,1
875,Alistar,Riven,-2,-1,4,1
876,Alistar,Rumble,0,-1,0,1
877,Alistar,Ryze,-3,1,5,3
878,Alistar,Samira,0,1,4,5
879,Alistar,Sejuani,-1,0,1,0
880,Alistar,Seraphine,2,-1,6,3
881,Alistar,Shaco,-3,0,3,4
882,Alistar,Shen,-1,-2,1,2
883,Alistar,Shyvana,0,0,0,0
884,Alistar,Singed,1,-1,1,1
885,Alistar,Sion,-1,1,1,1
886,Alistar,Sivir,0,0,0,0
887,Alistar,Skarner,-1,0,1,0
888,Alistar,Sona,2,-1,4,7
889,Alistar,Soraka,0,0,0,0
890,Alistar,Swain,-1,0,1,0
891,Alistar,Syndra,-2,0,4,0
892,Alistar,Sylas,-2,0,4,4
893,Alistar,Talon,-1,0,1,4
894,Alistar,Taliyah,1,2,1,2
895,Alistar,Taric,-1,-1,1,1
896,Alistar,Tahm Kench,0,0,0,0
897,Alistar,Thresh,0,-3,0,5
898,Alistar,Teemo,0,1,0,3
899,Alistar,Tristana,-1,-1,5,5
900,Alistar,Trundle,1,0,3,4
901,Alistar,Tryndamere,-1,0,1,2
902,Alistar,Twisted Fate,0,0,0,0
903,Alistar,Twitch,-1,-3,3,3
904,Alistar,Udyr,0,0,0,0
905,Alistar,Urgot,0,0,0,0
906,Alistar,Varus,-1,-3,5,7
907,Alistar,Vayne,-3,-2,3,4
908,Alistar,Veigar,-1,0,1,2
909,Alistar,Vel Koz,0,0,0,0
910,Alistar,Vi,-1,0,1,0
911,Alistar,Viktor,-1,-1,1,1
912,Alistar,Vladimir,4,-3,6,3
913,Alistar,Volibear,-1,0,1,0
914,Alistar,Warwick,1,2,1,2
915,Alistar,Wukong,0,0,0,0
916,Alistar,Xayah,0,4,0,6
917,Alistar,Xerath,-2,-1,2,1
918,Alistar,Xin Zhao,0,0,0,0
919,Alistar,Yasuo,-2,2,8,4
920,Alistar,Yorick,-1,0,1,0
921,Alistar,Zac,1,0,1,0
922,Alistar,Zed,1,-2,1,8
923,Alistar,Ziggs,-2,2,4,4
924,Alistar,Zilean,-1,0,1,0
925,Alistar,Zoe,1,0,1,0
926,Alistar,Zyra,0,-1,0,1
927,Alistar,Yuumi,0,0,0,2
928,Alistar,Senna,3,0,3,2
929,Alistar,Qiana,0,0,0,0
930,Alistar,Sett,-3,-5,5,9
931,Alistar,Aphelios,1,-4,11,8
932,Alistar,Viego,0,-2,6,4
933,Alistar,Rell,0,-2,0,4
934,Alistar,Lillia,0,0,0,0
935,Alistar,Yone,-1,1,1,5
936,Amumu,Aatrox,0,1,0,1
937,Amumu,Akali,2,1,2,3
938,Amumu,Aurelion Sol,0,0,0,0
939,Amumu,Ahri,1,1,1,1
940,Amumu,Akshan,-5,1,7,1
941,Amumu,Alistar,0,0,0,2
942,Amumu,Amumu,0,0,0,0
943,Amumu,Anivia,0,0,0,0
944,Amumu,Annie,0,1,0,1
945,Amumu,Ashe,-7,2,7,4
946,Amumu,Azir,2,1,2,3
947,Amumu,Bard,0,0,0,0
948,Amumu,Blitzcrank,-1,1,1,1
949,Amumu,Brand,0,0,0,0
950,Amumu,Braum,0,0,4,0
951,Amumu,Camille,1,0,1,4
952,Amumu,Caitlyn,1,-1,1,1
953,Amumu,Cassiopeia,-1,-2,1,4
954,Amumu,Cho Gath,0,0,0,0
955,Amumu,Corki,0,-1,2,1
956,Amumu,Darius,-1,2,5,2
957,Amumu,Dr. Mundo,0,0,0,0
958,Amumu,Diana,0,0,4,4
959,Amumu,Draven,0,1,0,1
960,Amumu,Ekko,3,-2,3,2
961,Amumu,Elise,0,0,0,0
962,Amumu,Evelynn,0,-1,0,1
963,Amumu,Ezreal,0,-6,10,14
964,Amumu,Fiddlesticks,0,0,0,0
965,Amumu,Fiora,2,2,6,2
966,Amumu,Fizz,-1,0,1,2
967,Amumu,Galio,-1,1,1,1
968,Amumu,Gangplank,0,-1,2,1
969,Amumu,Garen,0,0,0,0
970,Amumu,Gnar,-1,-1,1,3
971,Amumu,Gragas,0,0,0,0
972,Amumu,Graves,1,-3,3,5
973,Amumu,Gwen,-4,5,6,5
974,Amumu,Hecarim,0,0,0,0
975,Amumu,Heimerdinger,0,-1,0,3
976,Amumu,Irelia,-3,1,7,1
977,Amumu,Ivern,0,-1,0,1
978,Amumu,Illaoi,1,1,1,1
979,Amumu,Janna,0,0,0,0
980,Amumu,Jarvan IV,0,0,0,0
981,Amumu,Jax,0,0,0,0
982,Amumu,Jayce,-6,0,6,4
983,Amumu,Jhin,0,-2,4,2
984,Amumu,Jinx,2,-2,4,4
985,Amumu,Karma,0,-7,6,9
986,Amumu,Kalista,-1,2,1,2
987,Amumu,Karthus,2,-6,2,6
988,Amumu,Kassadin,-2,2,2,2
989,Amumu,Kai Sa,0,0,0,0
990,Amumu,Katarina,-2,0,4,2
991,Amumu,Kayn,1,1,1,3
992,Amumu,Kayle,0,2,2,2
993,Amumu,Kennen,1,-7,1,7
994,Amumu,Kha Zix,0,0,0,0
995,Amumu,Kog Maw,0,0,0,0
996,Amumu,Kled,0,1,0,1
997,Amumu,Kindred,0,0,0,0
998,Amumu,LeBlanc,0,0,0,0
999,Amumu,Lee Sin,0,0,0,0
1000,Amumu,Leona,-1,0,3,0
1001,Amumu,Lucian,1,2,11,10
1002,Amumu,Lissandra,-1,-1,1,1
1003,Amumu,Lulu,-2,3,2,5
1004,Amumu,Lux,-1,-1,1,5
1005,Amumu,Malphite,-1,-2,1,2
1006,Amumu,Malzahar,0,0,0,0
1007,Amumu,Maokai,0,0,0,2
1008,Amumu,Master Yi,0,0,0,0
1009,Amumu,Miss Fortune,0,0,0,0
1010,Amumu,Mordekaiser,-1,0,1,2
1011,Amumu,Morgana,1,-1,1,3
1012,Amumu,Nami,0,0,2,2
1013,Amumu,Nasus,1,0,1,0
1014,Amumu,Nautilus,1,4,3,8
1015,Amumu,Neeko,0,0,0,2
1016,Amumu,Nidalee,-3,-2,3,2
1017,Amumu,Nocturne,0,-1,0,1
1018,Amumu,Nunu and Willump,0,0,0,0
1019,Amumu,Olaf,0,0,0,2
1020,Amumu,Orrn,0,0,0,0
1021,Amumu,Orianna,1,-2,1,2
1022,Amumu,Pantheon,1,0,1,0
1023,Amumu,Poppy,0,1,0,1
1024,Amumu,Pyke,1,2,3,6
1025,Amumu,Quinn,3,-2,3,2
1026,Amumu,Rammus,0,0,0,2
1027,Amumu,Rakan,0,-2,0,2
1028,Amumu,Rek Sai,0,0,0,0
1029,Amumu,Renekton,2,-1,6,3
1030,Amumu,Rengar,-6,3,6,3
1031,Amumu,Riven,0,-8,0,10
1032,Amumu,Rumble,-1,0,1,0
1033,Amumu,Ryze,-1,1,3,5
1034,Amumu,Samira,-2,-5,4,7
1035,Amumu,Sejuani,0,1,0,1
1036,Amumu,Seraphine,-2,-2,2,4
1037,Amumu,Shaco,0,1,0,1
1038,Amumu,Shen,-2,0,2,0
1039,Amumu,Shyvana,0,0,0,0
1040,Amumu,Singed,0,0,4,0
1041,Amumu,Sion,0,0,0,2
1042,Amumu,Sivir,0,0,0,2
1043,Amumu,Skarner,0,1,0,1
1044,Amumu,Sona,-3,-2,3,6
1045,Amumu,Soraka,3,1,3,1
1046,Amumu,Swain,1,0,3,0
1047,Amumu,Syndra,1,2,5,2
1048,Amumu,Sylas,2,2,2,4
1049,Amumu,Talon,-1,-1,9,3
1050,Amumu,Taliyah,0,1,0,1
1051,Amumu,Taric,0,0,0,0
1052,Amumu,Tahm Kench,0,0,0,0
1053,Amumu,Thresh,2,-5,6,7
1054,Amumu,Teemo,1,1,1,1
1055,Amumu,Tristana,1,1,1,7
1056,Amumu,Trundle,1,3,1,5
1057,Amumu,Tryndamere,0,-2,0,2
1058,Amumu,Twisted Fate,0,0,0,0
1059,Amumu,Twitch,-1,1,1,1
1060,Amumu,Udyr,0,0,0,0
1061,Amumu,Urgot,0,0,0,0
1062,Amumu,Varus,-1,0,1,0
1063,Amumu,Vayne,1,-4,1,6
1064,Amumu,Veigar,2,-1,4,1
1065,Amumu,Vel Koz,0,0,0,0
1066,Amumu,Vi,0,0,0,0
1067,Amumu,Viktor,0,1,4,1
1068,Amumu,Vladimir,-1,-1,5,3
1069,Amumu,Volibear,1,-1,1,5
1070,Amumu,Warwick,0,-1,0,1
1071,Amumu,Wukong,0,0,0,0
1072,Amumu,Xayah,1,1,1,3
1073,Amumu,Xerath,0,3,0,5
1074,Amumu,Xin Zhao,0,0,0,0
1075,Amumu,Yasuo,0,-4,2,4
1076,Amumu,Yorick,1,0,1,0
1077,Amumu,Zac,0,1,0,1
1078,Amumu,Zed,1,-3,1,7
1079,Amumu,Ziggs,3,3,3,5
1080,Amumu,Zilean,2,-1,2,1
1081,Amumu,Zoe,-1,1,1,1
1082,Amumu,Zyra,-2,-2,2,2
1083,Amumu,Yuumi,-3,3,3,5
1084,Amumu,Senna,0,-3,4,3
1085,Amumu,Qiana,0,0,0,0
1086,Amumu,Sett,-1,2,5,4
1087,Amumu,Aphelios,0,5,6,5
1088,Amumu,Viego,1,5,5,9
1089,Amumu,Rell,0,0,0,0
1090,Amumu,Lillia,-1,0,1,0
1091,Amumu,Yone,1,4,5,6
1092,Anivia,Aatrox,0,2,0,4
1093,Anivia,Akali,2,1,2,1
1094,Anivia,Aurelion Sol,0,0,0,0
1095,Anivia,Ahri,1,1,1,1
1096,Anivia,Akshan,0,1,0,1
1097,Anivia,Alistar,3,0,3,0
1098,Anivia,Amumu,0,0,0,0
1099,Anivia,Anivia,-40,0,40,0
1100,Anivia,Annie,0,-1,0,1
1101,Anivia,Ashe,0,-5,4,7
1102,Anivia,Azir,0,-1,0,1
1103,Anivia,Bard,3,2,3,4
1104,Anivia,Blitzcrank,0,0,0,0
1105,Anivia,Brand,0,1,0,1
1106,Anivia,Braum,-1,0,1,4
1107,Anivia,Camille,-2,-1,6,5
1108,Anivia,Caitlyn,-1,1,1,3
1109,Anivia,Cassiopeia,-1,-1,1,1
1110,Anivia,Cho Gath,0,0,0,0
1111,Anivia,Corki,0,0,0,0
1112,Anivia,Darius,0,3,0,3
1113,Anivia,Dr. Mundo,0,0,0,0
1114,Anivia,Diana,-2,-2,8,2
1115,Anivia,Draven,0,-2,0,2
1116,Anivia,Ekko,1,1,3,9
1117,Anivia,Elise,0,0,2,0
1118,Anivia,Evelynn,1,1,1,3
1119,Anivia,Ezreal,0,1,6,5
1120,Anivia,Fiddlesticks,1,1,1,3
1121,Anivia,Fiora,3,1,7,1
1122,Anivia,Fizz,0,-1,0,1
1123,Anivia,Galio,0,1,0,1
1124,Anivia,Gangplank,0,0,0,2
1125,Anivia,Garen,0,0,0,0
1126,Anivia,Gnar,3,0,3,2
1127,Anivia,Gragas,1,1,1,7
1128,Anivia,Graves,3,0,5,4
1129,Anivia,Gwen,1,-18,3,32
1130,Anivia,Hecarim,0,2,0,2
1131,Anivia,Heimerdinger,0,0,0,2
1132,Anivia,Irelia,0,-5,2,7
1133,Anivia,Ivern,-1,0,1,0
1134,Anivia,Illaoi,0,1,0,1
1135,Anivia,Janna,-6,1,6,1
1136,Anivia,Jarvan IV,0,0,0,0
1137,Anivia,Jax,1,0,1,0
1138,Anivia,Jayce,0,-2,4,4
1139,Anivia,Jhin,1,2,5,2
1140,Anivia,Jinx,1,-1,1,1
1141,Anivia,Karma,0,0,2,2
1142,Anivia,Kalista,0,0,0,0
1143,Anivia,Karthus,-1,5,1,5
1144,Anivia,Kassadin,1,-1,1,1
1145,Anivia,Kai Sa,0,0,0,0
1146,Anivia,Katarina,0,-4,0,8
1147,Anivia,Kayn,-2,-3,2,3
1148,Anivia,Kayle,0,1,0,1
1149,Anivia,Kennen,1,0,1,0
1150,Anivia,Kha Zix,0,0,0,0
1151,Anivia,Kog Maw,0,0,0,0
1152,Anivia,Kled,-1,0,1,0
1153,Anivia,Kindred,1,0,3,2
1154,Anivia,LeBlanc,0,0,0,0
1155,Anivia,Lee Sin,0,0,0,0
1156,Anivia,Leona,0,0,0,2
1157,Anivia,Lucian,0,3,8,17
1158,Anivia,Lissandra,0,1,0,1
1159,Anivia,Lulu,4,1,6,3
1160,Anivia,Lux,0,2,0,4
1161,Anivia,Malphite,1,3,1,3
1162,Anivia,Malzahar,0,0,0,0
1163,Anivia,Maokai,0,0,0,0
1164,Anivia,Master Yi,0,0,0,0
1165,Anivia,Miss Fortune,0,0,0,0
1166,Anivia,Mordekaiser,0,0,0,0
1167,Anivia,Morgana,-1,2,1,2
1168,Anivia,Nami,3,-5,3,13
1169,Anivia,Nasus,0,0,0,0
1170,Anivia,Nautilus,0,0,4,0
1171,Anivia,Neeko,0,0,0,0
1172,Anivia,Nidalee,0,-1,2,3
1173,Anivia,Nocturne,1,1,1,1
1174,Anivia,Nunu and Willump,0,0,0,0
1175,Anivia,Olaf,0,0,0,0
1176,Anivia,Orrn,0,0,0,0
1177,Anivia,Orianna,0,0,2,2
1178,Anivia,Pantheon,1,1,1,1
1179,Anivia,Poppy,0,0,0,0
1180,Anivia,Pyke,0,1,2,1
1181,Anivia,Quinn,1,0,1,0
1182,Anivia,Rammus,1,0,1,0
1183,Anivia,Rakan,2,2,8,6
1184,Anivia,Rek Sai,0,0,0,0
1185,Anivia,Renekton,-2,0,2,0
1186,Anivia,Rengar,0,0,0,0
1187,Anivia,Riven,2,0,4,4
1188,Anivia,Rumble,0,1,0,1
1189,Anivia,Ryze,0,-2,0,2
1190,Anivia,Samira,2,1,2,1
1191,Anivia,Sejuani,1,0,1,0
1192,Anivia,Seraphine,1,2,1,2
1193,Anivia,Shaco,1,3,3,3
1194,Anivia,Shen,-2,1,2,1
1195,Anivia,Shyvana,2,0,2,0
1196,Anivia,Singed,0,-1,0,1
1197,Anivia,Sion,3,0,3,0
1198,Anivia,Sivir,-2,0,2,0
1199,Anivia,Skarner,-1,1,1,1
1200,Anivia,Sona,2,-2,2,2
1201,Anivia,Soraka,1,0,1,0
1202,Anivia,Swain,-1,-1,1,1
1203,Anivia,Syndra,2,0,2,0
1204,Anivia,Sylas,-2,8,2,10
1205,Anivia,Talon,0,-1,0,3
1206,Anivia,Taliyah,0,0,0,0
1207,Anivia,Taric,0,0,0,0
1208,Anivia,Tahm Kench,0,0,0,0
1209,Anivia,Thresh,0,4,4,6
1210,Anivia,Teemo,0,-4,0,6
1211,Anivia,Tristana,0,3,4,3
1212,Anivia,Trundle,2,0,4,4
1213,Anivia,Tryndamere,1,0,1,0
1214,Anivia,Twisted Fate,0,0,0,0
1215,Anivia,Twitch,-4,1,6,1
1216,Anivia,Udyr,0,0,0,0
1217,Anivia,Urgot,1,0,1,0
1218,Anivia,Varus,4,-3,4,3
1219,Anivia,Vayne,-1,2,1,2
1220,Anivia,Veigar,-1,1,1,1
1221,Anivia,Vel Koz,0,0,0,0
1222,Anivia,Vi,0,0,0,0
1223,Anivia,Viktor,0,0,0,2
1224,Anivia,Vladimir,1,2,1,4
1225,Anivia,Volibear,-5,-2,5,2
1226,Anivia,Warwick,1,2,1,2
1227,Anivia,Wukong,0,0,0,0
1228,Anivia,Xayah,5,-1,9,5
1229,Anivia,Xerath,2,0,2,0
1230,Anivia,Xin Zhao,0,0,0,0
1231,Anivia,Yasuo,1,6,1,6
1232,Anivia,Yorick,-1,0,1,0
1233,Anivia,Zac,0,0,0,0
1234,Anivia,Zed,0,0,0,2
1235,Anivia,Ziggs,0,4,0,6
1236,Anivia,Zilean,0,1,0,1
1237,Anivia,Zoe,0,-1,0,1
1238,Anivia,Zyra,0,-1,0,1
1239,Anivia,Yuumi,-1,-2,5,2
1240,Anivia,Senna,-2,2,2,2
1241,Anivia,Qiana,0,0,0,0
1242,Anivia,Sett,1,0,3,4
1243,Anivia,Aphelios,3,4,5,6
1244,Anivia,Viego,-2,-1,6,3
1245,Anivia,Rell,0,1,0,1
1246,Anivia,Lillia,-1,0,1,2
1247,Anivia,Yone,0,3,0,5
1248,Annie,Aatrox,0,0,0,0
1249,Annie,Akali,0,2,2,2
1250,Annie,Aurelion Sol,0,0,0,0
1251,Annie,Ahri,0,-2,0,2
1252,Annie,Akshan,-2,0,4,2
1253,Annie,Alistar,0,0,4,0
1254,Annie,Amumu,0,-1,0,1
1255,Annie,Anivia,0,1,0,1
1256,Annie,Annie,0,0,0,0
1257,Annie,Ashe,2,0,2,4
1258,Annie,Azir,1,0,1,0
1259,Annie,Bard,-1,1,1,1
1260,Annie,Blitzcrank,0,0,0,0
1261,Annie,Brand,1,1,1,1
1262,Annie,Braum,1,-1,1,1
1263,Annie,Camille,2,0,4,2
1264,Annie,Caitlyn,0,1,0,1
1265,Annie,Cassiopeia,-1,2,1,2
1266,Annie,Cho Gath,0,0,0,0
1267,Annie,Corki,0,-2,0,2
1268,Annie,Darius,1,0,3,0
1269,Annie,Dr. Mundo,0,0,0,0
1270,Annie,Diana,1,1,1,1
1271,Annie,Draven,0,0,0,0
1272,Annie,Ekko,-2,0,2,6
1273,Annie,Elise,0,0,0,0
1274,Annie,Evelynn,-1,2,1,2
1275,Annie,Ezreal,-1,0,5,4
1276,Annie,Fiddlesticks,-1,0,1,2
1277,Annie,Fiora,2,0,2,0
1278,Annie,Fizz,0,-1,0,1
1279,Annie,Galio,1,0,1,0
1280,Annie,Gangplank,0,1,0,1
1281,Annie,Garen,0,0,0,0
1282,Annie,Gnar,1,-1,3,1
1283,Annie,Gragas,-1,1,1,1
1284,Annie,Graves,8,1,10,3
1285,Annie,Gwen,0,0,0,0
1286,Annie,Hecarim,0,0,0,0
